year,cause,cause_label,sex,total,age_0,age_1,age_2,age_3,age_4,age_5,age_10,age_15,age_20,age_25,age_30,age_35,age_40,age_45,age_50,age_55,age_60,age_65,age_70,age_75,age_80,age_85
2014,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Female:,68,29,5,0,0,1,2,0,1,2,1,2,1,1,3,1,7,1,5,3,0,1,2
2014,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Total:,179,15,0,0,1,0,0,1,3,5,1,6,5,5,3,4,9,3,4,9,12,17,76
2014,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Male:,75,11,0,0,1,0,0,0,3,3,1,6,2,3,2,2,7,2,2,6,4,5,15
2014,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Female:,104,4,0,0,0,0,0,1,0,2,0,0,3,2,1,2,2,1,2,3,8,12,61
2014,U50-Y98  20    External causes of morbidity and mortality,External causes,Total:,1867,40,8,3,3,4,13,14,91,112,100,87,86,111,105,120,107,100,69,90,72,123,409
2014,U50-Y98  20    External causes of morbidity and mortality,External causes,Male:,1172,24,4,2,2,2,10,7,67,90,76,68,71,75,75,85,81,69,49,57,43,65,150
2014,U50-Y98  20    External causes of morbidity and mortality,External causes,Female:,695,16,4,1,1,2,3,7,24,22,24,19,15,36,30,35,26,31,20,33,29,58,259
2013,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Total:,302,7,2,0,1,1,1,1,1,0,0,0,4,3,13,11,17,20,17,21,38,41,103
2013,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Male:,145,6,1,0,0,0,0,0,1,0,0,0,3,3,10,8,12,14,9,11,12,24,31
2013,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Female:,157,1,1,0,1,1,1,1,0,0,0,0,1,0,3,3,5,6,8,10,26,17,72
2013,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Total:,9139,5,1,2,1,1,4,5,15,13,21,32,75,141,244,452,573,831,1114,1250,1302,1290,1767
2013,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Male:,4852,3,1,1,1,0,0,1,11,7,10,11,28,54,100,192,297,431,622,728,729,734,891
2013,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Female:,4287,2,0,1,0,1,4,4,4,6,11,21,47,87,144,260,276,400,492,522,573,556,876
2013,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Total:,64,2,0,0,0,0,1,0,0,1,1,0,0,2,1,1,4,3,2,7,4,9,26
2013,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Male:,27,2,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,3,1,4,11
2013,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Female:,37,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,2,4,3,5,15
2013,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Total:,1015,3,0,1,1,0,3,0,3,3,10,6,5,17,32,44,70,73,121,120,143,148,212
2013,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Male:,563,1,0,0,0,0,3,0,2,0,8,5,3,11,20,23,46,44,84,67,75,80,91
2013,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Female:,452,2,0,1,1,0,0,0,1,3,2,1,2,6,12,21,24,29,37,53,68,68,121
2013,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Total:,1446,0,0,0,0,0,0,0,1,1,0,0,0,2,0,5,4,10,19,50,114,263,977
2013,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Male:,505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,6,12,26,56,118,281
2013,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Female:,941,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,4,7,24,58,145,696
2013,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Total:,1218,3,5,0,1,3,5,1,5,9,5,8,8,21,17,32,40,55,71,108,143,226,452
2013,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Male:,568,1,2,0,0,0,4,1,5,5,4,4,4,13,7,19,21,28,38,66,79,114,153
2013,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Female:,650,2,3,0,1,3,1,0,0,4,1,4,4,8,10,13,19,27,33,42,64,112,299
2013,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Total:,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Male:,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Total:,9767,4,1,0,0,0,1,2,6,5,12,17,38,76,141,226,288,373,501,787,1110,1701,4478
2013,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Male:,4876,2,0,0,0,0,1,0,4,5,8,11,30,55,106,165,211,255,319,508,641,915,1640
2013,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Female:,4891,2,1,0,0,0,0,2,2,0,4,6,8,21,35,61,77,118,182,279,469,786,2838
2013,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Total:,2716,3,2,1,1,0,1,4,4,2,1,4,6,7,18,35,54,105,161,258,312,489,1248
2013,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Male:,1332,1,2,0,0,0,0,2,3,2,1,2,3,4,5,18,24,55,90,137,172,264,547
2013,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Female:,1384,2,0,1,1,0,1,2,1,0,0,2,3,3,13,17,30,50,71,121,140,225,701
2013,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Total:,932,2,0,0,0,0,0,1,2,2,0,3,1,7,17,26,27,51,66,73,119,166,369
2013,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Male:,429,1,0,0,0,0,0,1,1,1,0,0,1,3,13,15,21,30,36,42,55,80,129
2013,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Female:,503,1,0,0,0,0,0,0,1,1,0,3,0,4,4,11,6,21,30,31,64,86,240
2013,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Total:,117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,9,8,8,15,67
2013,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Male:,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,7,14
2013,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Female:,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,4,5,8,53
2013,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Total:,220,0,0,0,0,0,0,0,1,0,0,0,0,2,4,7,7,12,10,31,32,34,80
2013,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Male:,77,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,8,2,13,16,10,23
2013,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Female:,143,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,4,8,18,16,24,57
2013,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Total:,441,0,0,0,0,0,1,0,0,1,1,2,3,2,2,5,5,10,17,24,31,82,255
2013,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Male:,207,0,0,0,0,0,1,0,0,1,1,1,0,1,2,4,2,8,8,11,17,47,103
2013,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Female:,234,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,3,2,9,13,14,35,152
2013,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Total:,10,0,0,0,0,0,0,0,0,2,4,2,0,2,0,0,0,0,0,0,0,0,0
2013,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Female:,10,0,0,0,0,0,0,0,0,2,4,2,0,2,0,0,0,0,0,0,0,0,0
2013,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Total:,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Male:,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Female:,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Total:,155,70,2,3,0,0,1,0,0,4,4,5,6,4,2,10,8,8,10,4,5,2,7
2013,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Male:,83,39,0,2,0,0,0,0,0,3,4,2,6,2,1,7,2,3,3,2,2,0,5
2013,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Female:,72,31,2,1,0,0,1,0,0,1,0,3,0,2,1,3,6,5,7,2,3,2,2
2013,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Total:,167,24,0,2,0,0,0,0,2,2,1,1,3,1,2,5,4,6,4,9,11,16,74
2013,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Male:,76,17,0,0,0,0,0,0,1,1,1,1,1,1,1,4,2,4,2,6,7,9,18
2013,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Female:,91,7,0,2,0,0,0,0,1,1,0,0,2,0,1,1,2,2,2,3,4,7,56
2013,U50-Y98  20    External causes of morbidity and mortality,External causes,Total:,1773,21,11,5,1,2,7,14,115,128,81,85,97,111,128,110,105,83,64,59,86,124,336
2013,U50-Y98  20    External causes of morbidity and mortality,External causes,Male:,1130,12,7,4,1,2,4,8,76,100,63,61,71,80,102,74,79,56,45,43,51,58,133
2013,U50-Y98  20    External causes of morbidity and mortality,External causes,Female:,643,9,4,1,0,0,3,6,39,28,18,24,26,31,26,36,26,27,19,16,35,66,203
2012,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Total:,313,4,3,1,1,0,1,1,0,3,1,1,3,4,6,15,21,19,15,20,34,47,113
2012,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Male:,144,3,1,0,0,0,1,0,0,2,1,0,2,3,3,12,16,10,7,11,15,16,41
2012,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Female:,169,1,2,1,1,0,0,1,0,1,0,1,1,1,3,3,5,9,8,9,19,31,72
2012,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Total:,8984,3,3,3,3,3,6,7,11,16,22,45,64,143,272,420,542,828,1111,1232,1229,1335,1686
2012,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Male:,4768,2,2,1,3,3,2,4,4,9,13,15,30,49,107,196,276,434,636,712,685,753,832
2012,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Female:,4216,1,1,2,0,0,4,3,7,7,9,30,34,94,165,224,266,394,475,520,544,582,854
2012,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Total:,61,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,3,1,5,3,11,29
2012,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Male:,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,1,6,14
2012,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Female:,30,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,2,5,15
2012,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Total:,1063,3,1,0,0,1,5,0,3,4,2,5,9,14,32,39,57,84,94,120,151,166,273
2012,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Male:,551,1,1,0,0,0,2,0,2,3,2,3,6,7,21,23,33,51,50,73,87,84,102
2012,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Female:,512,2,0,0,0,1,3,0,1,1,0,2,3,7,11,16,24,33,44,47,64,82,171
2012,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Total:,1306,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,9,12,24,46,97,227,881
2012,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Male:,447,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,8,13,28,51,110,230
2012,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Female:,859,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,7,4,11,18,46,117,651
2012,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Total:,1316,7,3,1,0,1,3,8,7,13,9,12,7,10,23,30,27,45,70,118,159,262,501
2012,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Male:,617,5,2,1,0,0,1,4,3,9,8,6,5,8,13,14,14,23,40,61,89,136,175
2012,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Female:,699,2,1,0,0,1,2,4,4,4,1,6,2,2,10,16,13,22,30,57,70,126,326
2012,H00-H59  7     Diseases of the eye and adnexa                                                                                                                                                           ,Other,Total:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,H00-H59  7     Diseases of the eye and adnexa                                                                                                                                                           ,Other,Female:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Total:,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2012,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Male:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Female:,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2012,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Total:,10359,3,1,2,0,0,0,1,5,9,10,25,28,85,154,237,274,397,525,820,1132,1779,4872
2012,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Male:,5023,2,0,2,0,0,0,0,3,8,8,14,17,55,109,157,210,290,360,510,664,935,1679
2012,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Female:,5336,1,1,0,0,0,0,1,2,1,2,11,11,30,45,80,64,107,165,310,468,844,3193
2012,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Total:,2821,12,5,2,1,0,2,2,3,1,1,3,5,10,22,32,45,113,173,255,342,544,1248
2012,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Male:,1369,6,2,0,1,0,0,1,3,1,1,2,2,3,6,17,22,53,97,125,176,304,547
2012,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Female:,1452,6,3,2,0,0,2,1,0,0,0,1,3,7,16,15,23,60,76,130,166,240,701
2012,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Total:,912,0,0,0,0,0,0,2,1,3,1,2,5,5,23,29,34,49,60,74,100,179,345
2012,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Male:,431,0,0,0,0,0,0,1,1,1,1,1,3,4,12,20,19,29,31,46,53,81,128
2012,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Female:,481,0,0,0,0,0,0,1,0,2,0,1,2,1,11,9,15,20,29,28,47,98,217
2012,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Total:,101,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,4,2,4,9,3,16,58
2012,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Male:,36,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,1,3,5,0,9,12
2012,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Female:,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,7,46
2012,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Total:,240,0,0,0,0,1,0,0,2,1,0,0,2,7,5,6,10,12,19,18,24,36,97
2012,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Male:,80,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,4,5,8,13,8,10,23
2012,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Female:,160,0,0,0,0,1,0,0,2,1,0,0,1,6,1,3,6,7,11,5,16,26,74
2012,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Total:,433,0,0,0,0,0,0,0,1,2,2,2,1,1,1,7,6,10,14,30,45,75,236
2012,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Male:,215,0,0,0,0,0,0,0,0,1,1,1,1,1,0,5,3,4,8,15,19,39,117
2012,N00-N99  14    Diseases of the genitourinary system                                                                                                                                                     ,Other,Female:,218,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,3,6,6,15,26,36,119
2012,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Total:,7,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0
2012,"O00-O99  15    Pregnancy, childbirth and the puerperium                                                                                                                                                 ",Other,Female:,7,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0
2012,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Total:,150,148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Male:,78,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,P00-P96  16    Certain conditions originating in the perinatal period                                                                                                                                   ,Perinatal,Female:,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Total:,160,72,1,4,1,3,1,1,4,4,2,3,1,8,9,5,11,5,5,6,7,2,5
2012,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Male:,96,44,1,1,0,2,1,1,3,2,2,1,1,4,6,4,7,2,3,4,4,0,3
2012,"Q00-Q99  17    Congenital malformations, deformations and chromosomal abnormalities                                                                                                                     ",Congenital,Female:,64,28,0,3,1,1,0,0,1,2,0,2,0,4,3,1,4,3,2,2,3,2,2
2012,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Total:,138,21,1,0,0,0,0,0,0,0,3,1,1,3,5,3,2,2,2,2,4,7,81
2012,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Male:,48,14,0,0,0,0,0,0,0,0,2,1,0,2,1,1,1,1,1,2,2,4,16
2012,"R00-R99  18    Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified                                                                                                  ",Other,Female:,90,7,1,0,0,0,0,0,0,0,1,0,1,1,4,2,1,1,1,0,2,3,65
2012,U50-Y98  20    External causes of morbidity and mortality,External causes,Total:,1909,21,7,4,4,0,12,26,134,137,108,76,106,132,121,115,101,66,59,83,106,127,364
2012,U50-Y98  20    External causes of morbidity and mortality,External causes,Male:,1213,11,5,1,4,0,9,19,99,103,87,52,79,103,86,81,77,49,40,58,57,59,134
2012,U50-Y98  20    External causes of morbidity and mortality,External causes,Female:,696,10,2,3,0,0,3,7,35,34,21,24,27,29,35,34,24,17,19,25,49,68,230
2011,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Total:,296,9,4,2,0,0,1,1,3,1,0,3,3,4,13,11,17,13,11,14,34,51,101
2011,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Male:,135,4,3,1,0,0,0,1,2,1,0,2,2,3,11,8,10,10,5,8,15,19,30
2011,A00-B99  1     Certain infectious and parasitic diseases                                                                                                                                                ,Other,Female:,161,5,1,1,0,0,1,0,1,0,0,1,1,1,2,3,7,3,6,6,19,32,71
2011,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Total:,8957,1,1,1,1,4,3,6,15,20,20,34,67,165,234,387,581,864,1100,1220,1260,1322,1651
2011,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Male:,4677,1,1,0,1,2,2,4,7,11,9,17,21,68,102,158,286,466,590,676,728,745,782
2011,C00-D48  2     Neoplasms                                                                                                                                                                                ,Cancer,Female:,4280,0,0,1,0,2,1,2,8,9,11,17,46,97,132,229,295,398,510,544,532,577,869
2011,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Total:,59,0,0,0,0,0,0,0,1,0,1,1,3,2,1,0,2,4,3,6,5,15,15
2011,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Male:,21,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,1,8,6
2011,D50-D89  3     Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism                                                                                      ,Other,Female:,38,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,1,3,3,5,4,7,9
2011,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Total:,1063,5,0,1,0,0,2,2,1,7,2,10,9,17,29,24,65,85,112,137,149,163,243
2011,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Male:,548,2,0,1,0,0,1,2,1,5,1,5,5,9,18,16,46,57,64,74,89,81,71
2011,"E00-E89  4     Endocrine, nutritional and metabolic diseases                                                                                                                                            ",Endocrine,Female:,515,3,0,0,0,0,1,0,0,2,1,5,4,8,11,8,19,28,48,63,60,82,172
2011,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Total:,1150,0,0,0,0,0,0,0,0,0,1,2,0,2,3,4,5,7,15,41,74,204,792
2011,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Male:,376,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,3,8,25,38,99,195
2011,F00-F99  5     Mental and behavioural disorders                                                                                                                                                         ,Mental,Female:,774,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,2,4,7,16,36,105,597
2011,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Total:,1293,7,1,1,0,0,3,7,14,14,8,8,8,10,21,31,32,54,64,100,145,261,504
2011,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Male:,611,2,1,1,0,0,1,5,12,5,5,5,5,7,9,24,20,30,33,52,87,131,176
2011,G00-G99  6     Diseases of the nervous system                                                                                                                                                           ,Nervous,Female:,682,5,0,0,0,0,2,2,2,9,3,3,3,3,12,7,12,24,31,48,58,130,328
2011,H00-H59  7     Diseases of the eye and adnexa                                                                                                                                                           ,Other,Total:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,H00-H59  7     Diseases of the eye and adnexa                                                                                                                                                           ,Other,Female:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Total:,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2011,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Male:,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,H60-H95  8     Diseases of the ear and mastoid process                                                                                                                                                  ,Other,Female:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Total:,10542,3,2,0,0,0,1,2,8,10,13,22,38,86,124,222,315,420,536,775,1162,1865,4938
2011,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Male:,4988,2,1,0,0,0,0,1,5,7,7,15,25,61,77,158,231,268,362,493,665,930,1680
2011,I00-I99  9     Diseases of the circulatory system                                                                                                                                                       ,Circulatory,Female:,5554,1,1,0,0,0,1,1,3,3,6,7,13,25,47,64,84,152,174,282,497,935,3258
2011,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Total:,2724,8,1,1,0,0,2,1,4,4,3,8,7,5,20,26,54,97,179,257,376,489,1182
2011,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Male:,1318,3,1,1,0,0,2,1,3,0,2,4,3,1,7,19,26,39,92,133,205,267,509
2011,J00-J99  10    Diseases of the respiratory system                                                                                                                                                       ,Respiratory,Female:,1406,5,0,0,0,0,0,0,1,4,1,4,4,4,13,7,28,58,87,124,171,222,673
2011,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Total:,940,1,0,0,0,0,0,0,1,1,2,2,8,10,15,22,34,53,53,87,110,174,367
2011,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Male:,427,0,0,0,0,0,0,0,1,0,1,1,6,7,6,14,22,34,31,55,57,85,107
2011,K00-K93  11    Diseases of the digestive system                                                                                                                                                         ,Digestive,Female:,513,1,0,0,0,0,0,0,0,1,1,1,2,3,9,8,12,19,22,32,53,89,260
2011,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Total:,92,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,2,3,1,8,13,17,43
2011,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Male:,45,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,1,5,6,8,18
2011,L00-L99  12    Diseases of the skin and subcutaneous tissue                                                                                                                                             ,Other,Female:,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,7,9,25
2011,M00-M99  13    Diseases of the musculoskeletal system and connective tissue                                                                                                                             ,Other,Total:,251,0,0,0,0,0,0,0,0,2,1,3,3,4,1,6,6,12,18,25,33,41,96
